"","n","r","lambda01","mu01","lambda02","mu02","lambda03","mu03","lambda04","mu04","lambda05","mu05","lambda06","mu06"
"108",20,16,5.10074457717029,1.66704712085112,5.04609236071308,1.66533739579532,4.49304992990624,1.64151557475871,4.48080164038462,1.63926210098309,4.831564309716,1.67238537884111,4.52128633717835,1.64117745122432
"109",20,16,3.49036986994381,1.57631872724103,3.49036986994381,1.57631872724103,3.45777451931696,1.57421462404557,2.8004372951229,1.52443550044484,2.72534044341479,1.52146746741553,2.74115155707315,1.51893717833354
"110",20,16,6.0119841328573,1.70428761911915,5.16827322807609,1.67857462684238,4.31716449079578,1.64374425920509,3.4910310054791,1.59483963860664,3.97246409869799,1.62178006848453,3.51465320951985,1.59647415242476
"111",20,16,3.09804092544585,1.54866275549619,2.91876981638632,1.53404602469756,2.91876981638632,1.53404602469756,3.02535960047674,1.54572319979163,3.96973151713485,1.61543172002578,3.07633534811192,1.55110029216309
"112",20,16,0.913051954998449,1.35666909304074,0.885446375093101,1.34574821719628,0.885446375093101,1.34574821719628,0.855253242551254,1.32865428254674,1.11553869142081,1.46629424775651,0.849161098729193,1.32574365975955
"113",20,16,2.44725467379771,1.39807920435708,2.39046384735587,1.39269042694004,2.29186141093248,1.38154537225206,2.32875864602722,1.39517798690697,3.02287832727343,1.47838279088246,2.3134108236948,1.39538146344849
"114",20,16,2.13371175091514,1.44401161537427,2.02907172026863,1.43426923791086,1.99283391735232,1.43031650090811,2.22772345974232,1.46513334203928,3.21300523639989,1.57640878954544,2.22377228037202,1.46573776076008
"115",20,16,2.47752669726278,1.52915937154566,2.26606332515919,1.5083423818175,2.11142163213296,1.49645649414771,2.02560932168878,1.48119277379386,2.81769278163556,1.5933178385254,2.01058163112349,1.47813366444922
"116",20,16,1.83500212701532,1.54349285894605,1.79836526653182,1.54019038479399,1.76121908882798,1.53663133080509,1.6679179700985,1.52732159957488,2.10489512835738,1.61365442453898,1.63945200988994,1.52483019343749
"117",20,16,1.42497012271693,1.46301697429226,1.36649419446722,1.4553396941764,1.3659515266283,1.45527198684418,1.35204915118,1.45411078518716,1.77717064851895,1.56983855199069,1.34327981858494,1.45224570975198
"118",20,16,1.05662158326926,1.31742516843252,1.05662158326926,1.31742516843252,1.02475347215021,1.30750510091012,0.970936556868316,1.26359863411237,3.80600903007101,1.83171617747184,0.974048262260948,1.26399741184376
"119",20,16,1.8453278837416,1.57388130781203,1.76912186698617,1.55984242284078,1.73331909189672,1.55284435412458,1.68732334762494,1.54579991629727,1.99958462772847,1.62273229563179,1.75233983583676,1.55696311891428
"120",20,16,1.82706502419428,1.43252465272364,1.87754791033795,1.4400369099142,1.89606106994957,1.44259152175344,1.80963918707056,1.43315184610495,2.29657363309525,1.52512388871983,1.81043361450975,1.43320651272011
"121",20,16,1.79028765930941,1.4125068821382,1.48494601458144,1.36934324853199,1.48494601458144,1.36934324853199,1.7213496745836,1.40396265925828,2.32871837450427,1.48793834070789,1.78686720003944,1.41425127387279
"122",20,16,1.81734698733651,1.57216466618052,1.72181793482715,1.55891954031651,1.18816847721808,1.4148988112285,1.05237433667263,1.38951295917228,4.56675022118564,1.88738470864884,1.04238563444097,1.38879130539243
"123",20,16,2.55949706286066,1.52832114419551,2.48635700524474,1.52250093574701,2.4884169610149,1.52263985090763,2.59970285239972,1.53291828101509,3.21841162392873,1.59364184104501,2.60169693159618,1.53287743163746
"124",20,16,3.22816714625163,1.50856531531383,3.22816714625163,1.50856531531383,3.22816714625163,1.50856531531383,2.98677270236333,1.49947404908051,3.60411785410476,1.54846807472538,3.05139308543221,1.50577845857368
"125",20,16,5.10675412090313,1.67967021695472,3.98869322012892,1.64607773846848,3.98869322012892,1.64607773846848,3.82904001998565,1.62966363838286,26.4395102043134,1.96043347943041,3.81497309383239,1.6263402731908
"126",20,16,1.33686074250475,1.39794591869832,1.22740924715616,1.37390013339986,1.22740924715616,1.37390013339986,1.27596055440595,1.39100962642177,1.74515244637469,1.54942759643509,1.30020805618737,1.39682859305358
"127",20,16,5.7665208081759,1.80532205023382,5.39301736490961,1.79393808755916,5.19161658432591,1.78645778033799,5.38811926150755,1.7913991910579,7.71316097035208,1.87571741453401,3.27721317395404,1.68729950236749
"128",20,16,1.47505355609984,1.45178456820141,1.20122475040684,1.40886175386114,1.14907991177195,1.4032207951523,1.38383645537309,1.43939586316231,1.7806528945257,1.52195883711538,1.39822144684571,1.44231449973174
"129",20,16,0.99386537427472,1.28707959562856,0.99386537427472,1.28707959562856,0.99386537427472,1.28707959562856,1.0594018604808,1.30608122974772,1.38407610992947,1.45503538129792,1.065566277365,1.3090501801042
"130",20,16,1.89889416564168,1.44937778744524,1.895748617521,1.44877298492866,1.895748617521,1.44877298492866,1.81252165274707,1.43103891726936,2.23164670409424,1.50528801810651,1.81610069111111,1.43129991837557
"131",20,16,2.34708256622688,1.5482583347747,2.0315978350418,1.50764317514198,1.89532088692907,1.48541649616271,1.85598613014383,1.48100711695818,2.13675621189177,1.51232888624072,1.89762948054781,1.4861684597358
"132",20,16,2.6673697740686,1.48177092505038,2.58741307142342,1.47424887713325,2.58741307142342,1.47424887713325,2.47158297332105,1.46673995918867,3.01803133637066,1.52780602424204,2.46219513165844,1.46629630284397
